Date,Centre_Name,Commodity_Name,Price
02-12-1997,BHOPAL,Onion,8
02-12-1997,MUMBAI,Onion,10
02-12-1997,JAIPUR,Onion,6
02-12-1997,PATNA,Onion,10.5
02-12-1997,BHUBANESHWAR,Onion,9
02-12-1997,KOLKATA,Onion,11
02-12-1997,GUWAHATI,Onion,NA
02-12-1997,SHILLONG,Onion,18
02-12-1997,AIZWAL,Onion,9
02-12-1997,AGARTALA,Onion,13
02-12-1997,BENGALURU,Onion,6
02-12-1997,T.PURAM,Onion,NA
02-12-1997,CHENNAI,Onion,7
02-12-1997,HYDERABAD,Onion,7
03-12-1997,DELHI,Onion,10
03-12-1997,SHIMLA,Onion,7
03-12-1997,LUCKNOW,Onion,6
03-12-1997,AHMEDABAD,Onion,7
03-12-1997,BHOPAL,Onion,8
03-12-1997,MUMBAI,Onion,10
03-12-1997,JAIPUR,Onion,6
03-12-1997,PATNA,Onion,10.5
03-12-1997,BHUBANESHWAR,Onion,9
03-12-1997,KOLKATA,Onion,11
03-12-1997,GUWAHATI,Onion,NA
03-12-1997,SHILLONG,Onion,18
03-12-1997,AIZWAL,Onion,9
03-12-1997,AGARTALA,Onion,15
03-12-1997,BENGALURU,Onion,6
03-12-1997,T.PURAM,Onion,NA
03-12-1997,CHENNAI,Onion,7
03-12-1997,HYDERABAD,Onion,7
04-12-1997,DELHI,Onion,10
04-12-1997,SHIMLA,Onion,7
04-12-1997,LUCKNOW,Onion,6
04-12-1997,AHMEDABAD,Onion,7
04-12-1997,BHOPAL,Onion,8
04-12-1997,MUMBAI,Onion,10
04-12-1997,JAIPUR,Onion,6
04-12-1997,PATNA,Onion,11
04-12-1997,BHUBANESHWAR,Onion,15
04-12-1997,KOLKATA,Onion,NA
04-12-1997,GUWAHATI,Onion,10
04-12-1997,SHILLONG,Onion,18
04-12-1997,AIZWAL,Onion,9
04-12-1997,AGARTALA,Onion,15
04-12-1997,BENGALURU,Onion,6
04-12-1997,T.PURAM,Onion,NA
04-12-1997,CHENNAI,Onion,7
04-12-1997,HYDERABAD,Onion,7
05-12-1997,DELHI,Onion,11
05-12-1997,SHIMLA,Onion,6
05-12-1997,LUCKNOW,Onion,6
05-12-1997,AHMEDABAD,Onion,7
05-12-1997,BHOPAL,Onion,8
05-12-1997,MUMBAI,Onion,10
05-12-1997,JAIPUR,Onion,6
05-12-1997,PATNA,Onion,12
05-12-1997,BHUBANESHWAR,Onion,15
05-12-1997,KOLKATA,Onion,18
05-12-1997,GUWAHATI,Onion,10
05-12-1997,SHILLONG,Onion,18
05-12-1997,AIZWAL,Onion,NA
05-12-1997,AGARTALA,Onion,20
05-12-1997,BENGALURU,Onion,NA
05-12-1997,T.PURAM,Onion,11
05-12-1997,CHENNAI,Onion,NA
05-12-1997,HYDERABAD,Onion,9.5
08-12-1997,DELHI,Onion,12
08-12-1997,SHIMLA,Onion,6
08-12-1997,LUCKNOW,Onion,6
08-12-1997,AHMEDABAD,Onion,7
08-12-1997,BHOPAL,Onion,10
08-12-1997,MUMBAI,Onion,9
08-12-1997,JAIPUR,Onion,6
08-12-1997,PATNA,Onion,12
08-12-1997,BHUBANESHWAR,Onion,12
08-12-1997,KOLKATA,Onion,18
08-12-1997,GUWAHATI,Onion,10
08-12-1997,SHILLONG,Onion,20
08-12-1997,AIZWAL,Onion,NA
08-12-1997,AGARTALA,Onion,20
08-12-1997,BENGALURU,Onion,NA
08-12-1997,T.PURAM,Onion,11
08-12-1997,CHENNAI,Onion,8
08-12-1997,HYDERABAD,Onion,9.5
09-12-1997,DELHI,Onion,12
09-12-1997,SHIMLA,Onion,6
09-12-1997,LUCKNOW,Onion,6
09-12-1997,AHMEDABAD,Onion,7.5
09-12-1997,BHOPAL,Onion,10
09-12-1997,MUMBAI,Onion,9
09-12-1997,JAIPUR,Onion,5.5
09-12-1997,PATNA,Onion,12
09-12-1997,BHUBANESHWAR,Onion,12
09-12-1997,KOLKATA,Onion,18
09-12-1997,GUWAHATI,Onion,10
09-12-1997,SHILLONG,Onion,20
09-12-1997,AIZWAL,Onion,9
09-12-1997,AGARTALA,Onion,20
09-12-1997,BENGALURU,Onion,NA
09-12-1997,T.PURAM,Onion,11
09-12-1997,CHENNAI,Onion,8
09-12-1997,HYDERABAD,Onion,9.5
10-12-1997,DELHI,Onion,10
10-12-1997,SHIMLA,Onion,12.5
10-12-1997,LUCKNOW,Onion,6
10-12-1997,AHMEDABAD,Onion,7.5
10-12-1997,BHOPAL,Onion,12
10-12-1997,MUMBAI,Onion,9
10-12-1997,JAIPUR,Onion,11
10-12-1997,PATNA,Onion,12
10-12-1997,BHUBANESHWAR,Onion,12
10-12-1997,KOLKATA,Onion,18
10-12-1997,GUWAHATI,Onion,10
10-12-1997,SHILLONG,Onion,20
10-12-1997,AIZWAL,Onion,9
10-12-1997,AGARTALA,Onion,20
10-12-1997,BENGALURU,Onion,NA
10-12-1997,T.PURAM,Onion,11
10-12-1997,CHENNAI,Onion,8
10-12-1997,HYDERABAD,Onion,6.5
11-12-1997,DELHI,Onion,12
11-12-1997,SHIMLA,Onion,12.5
11-12-1997,LUCKNOW,Onion,6
11-12-1997,AHMEDABAD,Onion,7.5
11-12-1997,BHOPAL,Onion,12
11-12-1997,MUMBAI,Onion,9
11-12-1997,JAIPUR,Onion,11
11-12-1997,PATNA,Onion,12
11-12-1997,BHUBANESHWAR,Onion,12
11-12-1997,KOLKATA,Onion,18
11-12-1997,GUWAHATI,Onion,10
11-12-1997,SHILLONG,Onion,20
11-12-1997,AIZWAL,Onion,9
11-12-1997,AGARTALA,Onion,20
11-12-1997,BENGALURU,Onion,NA
11-12-1997,T.PURAM,Onion,11
11-12-1997,CHENNAI,Onion,13
11-12-1997,HYDERABAD,Onion,6.5
12-12-1997,DELHI,Onion,12
12-12-1997,SHIMLA,Onion,12.5
12-12-1997,LUCKNOW,Onion,6
12-12-1997,AHMEDABAD,Onion,7.5
12-12-1997,BHOPAL,Onion,12
12-12-1997,MUMBAI,Onion,9
12-12-1997,JAIPUR,Onion,11
12-12-1997,PATNA,Onion,15.5
12-12-1997,BHUBANESHWAR,Onion,14
12-12-1997,KOLKATA,Onion,18
12-12-1997,GUWAHATI,Onion,15
12-12-1997,SHILLONG,Onion,20
12-12-1997,AIZWAL,Onion,9
12-12-1997,AGARTALA,Onion,20
12-12-1997,BENGALURU,Onion,NA
12-12-1997,T.PURAM,Onion,11
12-12-1997,CHENNAI,Onion,13
12-12-1997,HYDERABAD,Onion,8
15-12-1997,DELHI,Onion,16
15-12-1997,SHIMLA,Onion,12.5
15-12-1997,LUCKNOW,Onion,5
15-12-1997,AHMEDABAD,Onion,7.5
15-12-1997,BHOPAL,Onion,12
15-12-1997,MUMBAI,Onion,10
15-12-1997,JAIPUR,Onion,11
15-12-1997,PATNA,Onion,15.5
15-12-1997,BHUBANESHWAR,Onion,14
15-12-1997,KOLKATA,Onion,20
15-12-1997,GUWAHATI,Onion,15
15-12-1997,SHILLONG,Onion,20
15-12-1997,AIZWAL,Onion,9
15-12-1997,AGARTALA,Onion,20
15-12-1997,BENGALURU,Onion,NA
15-12-1997,T.PURAM,Onion,11
15-12-1997,CHENNAI,Onion,13
15-12-1997,HYDERABAD,Onion,8
16-12-1997,DELHI,Onion,17
16-12-1997,SHIMLA,Onion,12.5
16-12-1997,LUCKNOW,Onion,5
16-12-1997,AHMEDABAD,Onion,7.5
16-12-1997,BHOPAL,Onion,12
16-12-1997,MUMBAI,Onion,12
16-12-1997,JAIPUR,Onion,11
16-12-1997,PATNA,Onion,15.5
16-12-1997,BHUBANESHWAR,Onion,14
16-12-1997,KOLKATA,Onion,20
16-12-1997,GUWAHATI,Onion,15
16-12-1997,SHILLONG,Onion,20
16-12-1997,AIZWAL,Onion,9
16-12-1997,AGARTALA,Onion,20
16-12-1997,BENGALURU,Onion,10
16-12-1997,T.PURAM,Onion,11
16-12-1997,CHENNAI,Onion,13
16-12-1997,HYDERABAD,Onion,8
17-12-1997,DELHI,Onion,18
17-12-1997,SHIMLA,Onion,16.5
17-12-1997,LUCKNOW,Onion,5
17-12-1997,AHMEDABAD,Onion,10
17-12-1997,BHOPAL,Onion,12
17-12-1997,MUMBAI,Onion,12
17-12-1997,JAIPUR,Onion,11
17-12-1997,PATNA,Onion,15.5
17-12-1997,BHUBANESHWAR,Onion,14
17-12-1997,KOLKATA,Onion,18
17-12-1997,GUWAHATI,Onion,15
17-12-1997,SHILLONG,Onion,20
17-12-1997,AIZWAL,Onion,9
17-12-1997,AGARTALA,Onion,20
17-12-1997,BENGALURU,Onion,12
17-12-1997,T.PURAM,Onion,11
17-12-1997,CHENNAI,Onion,13
17-12-1997,HYDERABAD,Onion,8
18-12-1997,DELHI,Onion,16
18-12-1997,SHIMLA,Onion,16.5
18-12-1997,LUCKNOW,Onion,5
18-12-1997,AHMEDABAD,Onion,10
18-12-1997,BHOPAL,Onion,12
18-12-1997,MUMBAI,Onion,12
18-12-1997,JAIPUR,Onion,11
18-12-1997,PATNA,Onion,15.5
18-12-1997,BHUBANESHWAR,Onion,14
18-12-1997,KOLKATA,Onion,18
18-12-1997,GUWAHATI,Onion,15
18-12-1997,SHILLONG,Onion,20
18-12-1997,AIZWAL,Onion,9
18-12-1997,AGARTALA,Onion,NA
18-12-1997,BENGALURU,Onion,12
18-12-1997,T.PURAM,Onion,11
18-12-1997,CHENNAI,Onion,13
18-12-1997,HYDERABAD,Onion,8
19-12-1997,DELHI,Onion,15
19-12-1997,SHIMLA,Onion,16.5
19-12-1997,LUCKNOW,Onion,5
19-12-1997,AHMEDABAD,Onion,10.5
19-12-1997,BHOPAL,Onion,8.5
19-12-1997,MUMBAI,Onion,12
19-12-1997,JAIPUR,Onion,15
19-12-1997,PATNA,Onion,13
19-12-1997,BHUBANESHWAR,Onion,15
19-12-1997,KOLKATA,Onion,18
19-12-1997,GUWAHATI,Onion,15
19-12-1997,SHILLONG,Onion,20
19-12-1997,AIZWAL,Onion,9
19-12-1997,AGARTALA,Onion,22
19-12-1997,BENGALURU,Onion,12
19-12-1997,T.PURAM,Onion,15
19-12-1997,CHENNAI,Onion,13
19-12-1997,HYDERABAD,Onion,8
22-12-1997,DELHI,Onion,15
22-12-1997,SHIMLA,Onion,16.5
22-12-1997,LUCKNOW,Onion,12
22-12-1997,AHMEDABAD,Onion,10.5
22-12-1997,BHOPAL,Onion,13
22-12-1997,MUMBAI,Onion,12
22-12-1997,JAIPUR,Onion,15
22-12-1997,PATNA,Onion,15
22-12-1997,BHUBANESHWAR,Onion,15
22-12-1997,KOLKATA,Onion,16
22-12-1997,GUWAHATI,Onion,15
22-12-1997,SHILLONG,Onion,20
22-12-1997,AIZWAL,Onion,9
22-12-1997,AGARTALA,Onion,22
22-12-1997,BENGALURU,Onion,10
22-12-1997,T.PURAM,Onion,15
22-12-1997,CHENNAI,Onion,13
22-12-1997,HYDERABAD,Onion,8
23-12-1997,DELHI,Onion,14
23-12-1997,SHIMLA,Onion,16.5
23-12-1997,LUCKNOW,Onion,12
23-12-1997,AHMEDABAD,Onion,11
23-12-1997,BHOPAL,Onion,13
23-12-1997,MUMBAI,Onion,14
23-12-1997,JAIPUR,Onion,15
23-12-1997,PATNA,Onion,15
23-12-1997,BHUBANESHWAR,Onion,15
23-12-1997,KOLKATA,Onion,16
23-12-1997,GUWAHATI,Onion,NA
23-12-1997,SHILLONG,Onion,20
23-12-1997,AIZWAL,Onion,9
23-12-1997,AGARTALA,Onion,22
23-12-1997,BENGALURU,Onion,10
23-12-1997,T.PURAM,Onion,15
23-12-1997,CHENNAI,Onion,13
23-12-1997,HYDERABAD,Onion,8
24-12-1997,DELHI,Onion,14
24-12-1997,SHIMLA,Onion,16.5
24-12-1997,LUCKNOW,Onion,14
24-12-1997,AHMEDABAD,Onion,11
24-12-1997,BHOPAL,Onion,13
24-12-1997,MUMBAI,Onion,14
24-12-1997,JAIPUR,Onion,15
24-12-1997,PATNA,Onion,15
24-12-1997,BHUBANESHWAR,Onion,15
24-12-1997,KOLKATA,Onion,16
24-12-1997,GUWAHATI,Onion,15
24-12-1997,SHILLONG,Onion,20
24-12-1997,AIZWAL,Onion,9
24-12-1997,AGARTALA,Onion,22
24-12-1997,BENGALURU,Onion,10
24-12-1997,T.PURAM,Onion,15
24-12-1997,CHENNAI,Onion,13
24-12-1997,HYDERABAD,Onion,11
26-12-1997,DELHI,Onion,14
26-12-1997,SHIMLA,Onion,16.5
26-12-1997,LUCKNOW,Onion,14
26-12-1997,AHMEDABAD,Onion,11
26-12-1997,BHOPAL,Onion,13
26-12-1997,MUMBAI,Onion,14
26-12-1997,JAIPUR,Onion,15
26-12-1997,PATNA,Onion,13
26-12-1997,BHUBANESHWAR,Onion,15
26-12-1997,KOLKATA,Onion,18
26-12-1997,GUWAHATI,Onion,15
26-12-1997,SHILLONG,Onion,20
26-12-1997,AIZWAL,Onion,9
26-12-1997,AGARTALA,Onion,22
26-12-1997,BENGALURU,Onion,10
26-12-1997,T.PURAM,Onion,15
26-12-1997,CHENNAI,Onion,NA
26-12-1997,HYDERABAD,Onion,11
29-12-1997,DELHI,Onion,13
29-12-1997,SHIMLA,Onion,15
29-12-1997,LUCKNOW,Onion,14
29-12-1997,AHMEDABAD,Onion,11
29-12-1997,BHOPAL,Onion,13
29-12-1997,MUMBAI,Onion,15
29-12-1997,JAIPUR,Onion,15
29-12-1997,PATNA,Onion,13
29-12-1997,BHUBANESHWAR,Onion,15
29-12-1997,KOLKATA,Onion,18
29-12-1997,GUWAHATI,Onion,15
29-12-1997,SHILLONG,Onion,20
29-12-1997,AIZWAL,Onion,9
29-12-1997,AGARTALA,Onion,22
29-12-1997,BENGALURU,Onion,10
29-12-1997,T.PURAM,Onion,15
29-12-1997,CHENNAI,Onion,13
29-12-1997,HYDERABAD,Onion,11
30-12-1997,DELHI,Onion,13
30-12-1997,SHIMLA,Onion,15
30-12-1997,LUCKNOW,Onion,12
30-12-1997,AHMEDABAD,Onion,12
30-12-1997,BHOPAL,Onion,13
30-12-1997,MUMBAI,Onion,15
30-12-1997,JAIPUR,Onion,15
30-12-1997,PATNA,Onion,13
30-12-1997,BHUBANESHWAR,Onion,15
30-12-1997,KOLKATA,Onion,18
30-12-1997,GUWAHATI,Onion,16
30-12-1997,SHILLONG,Onion,20
30-12-1997,AIZWAL,Onion,9
30-12-1997,AGARTALA,Onion,22
30-12-1997,BENGALURU,Onion,10
30-12-1997,T.PURAM,Onion,15
30-12-1997,CHENNAI,Onion,13
30-12-1997,HYDERABAD,Onion,16
31-12-1997,DELHI,Onion,13
31-12-1997,SHIMLA,Onion,15
31-12-1997,LUCKNOW,Onion,12
31-12-1997,AHMEDABAD,Onion,12
31-12-1997,BHOPAL,Onion,12
31-12-1997,MUMBAI,Onion,20
31-12-1997,JAIPUR,Onion,15
31-12-1997,PATNA,Onion,15
31-12-1997,BHUBANESHWAR,Onion,18
31-12-1997,KOLKATA,Onion,18
31-12-1997,GUWAHATI,Onion,20
31-12-1997,SHILLONG,Onion,20
31-12-1997,AIZWAL,Onion,9
31-12-1997,AGARTALA,Onion,21
31-12-1997,BENGALURU,Onion,12
31-12-1997,T.PURAM,Onion,15
31-12-1997,CHENNAI,Onion,13
31-12-1997,HYDERABAD,Onion,16
01-01-1998,DELHI,Onion,15
01-01-1998,SHIMLA,Onion,15
01-01-1998,LUCKNOW,Onion,12
01-01-1998,AHMEDABAD,Onion,12
01-01-1998,BHOPAL,Onion,12
01-01-1998,MUMBAI,Onion,14
01-01-1998,JAIPUR,Onion,15
01-01-1998,PATNA,Onion,15
01-01-1998,BHUBANESHWAR,Onion,18
01-01-1998,KOLKATA,Onion,20
01-01-1998,GUWAHATI,Onion,20
01-01-1998,SHILLONG,Onion,20
01-01-1998,AIZWAL,Onion,NA
01-01-1998,AGARTALA,Onion,22
01-01-1998,BENGALURU,Onion,10
01-01-1998,T.PURAM,Onion,15
01-01-1998,CHENNAI,Onion,13
01-01-1998,HYDERABAD,Onion,16
02-01-1998,DELHI,Onion,16
02-01-1998,SHIMLA,Onion,15
02-01-1998,LUCKNOW,Onion,10
02-01-1998,AHMEDABAD,Onion,12
02-01-1998,BHOPAL,Onion,12
02-01-1998,MUMBAI,Onion,14
02-01-1998,JAIPUR,Onion,15
02-01-1998,PATNA,Onion,15
02-01-1998,BHUBANESHWAR,Onion,18
02-01-1998,KOLKATA,Onion,20
02-01-1998,GUWAHATI,Onion,20
02-01-1998,SHILLONG,Onion,22
02-01-1998,AIZWAL,Onion,NA
02-01-1998,AGARTALA,Onion,22
02-01-1998,BENGALURU,Onion,10
02-01-1998,T.PURAM,Onion,15
02-01-1998,CHENNAI,Onion,NA
02-01-1998,HYDERABAD,Onion,16
05-01-1998,DELHI,Onion,16
05-01-1998,SHIMLA,Onion,15
05-01-1998,LUCKNOW,Onion,10
05-01-1998,AHMEDABAD,Onion,12
05-01-1998,BHOPAL,Onion,12
05-01-1998,MUMBAI,Onion,14
05-01-1998,JAIPUR,Onion,15
05-01-1998,PATNA,Onion,15
05-01-1998,BHUBANESHWAR,Onion,18
05-01-1998,KOLKATA,Onion,25
05-01-1998,GUWAHATI,Onion,20
05-01-1998,SHILLONG,Onion,22
05-01-1998,AIZWAL,Onion,NA
05-01-1998,AGARTALA,Onion,22
05-01-1998,BENGALURU,Onion,10
05-01-1998,T.PURAM,Onion,20
05-01-1998,CHENNAI,Onion,NA
05-01-1998,HYDERABAD,Onion,16
06-01-1998,DELHI,Onion,16
06-01-1998,SHIMLA,Onion,15
06-01-1998,LUCKNOW,Onion,12
06-01-1998,AHMEDABAD,Onion,12
06-01-1998,BHOPAL,Onion,12
06-01-1998,MUMBAI,Onion,20
06-01-1998,JAIPUR,Onion,15
06-01-1998,PATNA,Onion,15
06-01-1998,BHUBANESHWAR,Onion,18
06-01-1998,KOLKATA,Onion,25
06-01-1998,GUWAHATI,Onion,20
06-01-1998,SHILLONG,Onion,22
06-01-1998,AIZWAL,Onion,NA
06-01-1998,AGARTALA,Onion,22
06-01-1998,BENGALURU,Onion,10
06-01-1998,T.PURAM,Onion,18
06-01-1998,CHENNAI,Onion,NA
06-01-1998,HYDERABAD,Onion,16
07-01-1998,DELHI,Onion,16
07-01-1998,SHIMLA,Onion,15
07-01-1998,LUCKNOW,Onion,10
07-01-1998,AHMEDABAD,Onion,13
07-01-1998,BHOPAL,Onion,12
07-01-1998,MUMBAI,Onion,20
07-01-1998,JAIPUR,Onion,15
07-01-1998,PATNA,Onion,15
07-01-1998,BHUBANESHWAR,Onion,18
07-01-1998,KOLKATA,Onion,25
07-01-1998,GUWAHATI,Onion,20
07-01-1998,SHILLONG,Onion,22
07-01-1998,AIZWAL,Onion,NA
07-01-1998,AGARTALA,Onion,19
07-01-1998,BENGALURU,Onion,10
07-01-1998,T.PURAM,Onion,18
07-01-1998,CHENNAI,Onion,NA
07-01-1998,HYDERABAD,Onion,16
08-01-1998,DELHI,Onion,16
08-01-1998,SHIMLA,Onion,15
08-01-1998,LUCKNOW,Onion,10
08-01-1998,AHMEDABAD,Onion,13
08-01-1998,BHOPAL,Onion,12
08-01-1998,MUMBAI,Onion,20
08-01-1998,JAIPUR,Onion,15
08-01-1998,PATNA,Onion,15
08-01-1998,BHUBANESHWAR,Onion,18
08-01-1998,KOLKATA,Onion,25
08-01-1998,GUWAHATI,Onion,20
08-01-1998,SHILLONG,Onion,22
08-01-1998,AIZWAL,Onion,NA
08-01-1998,AGARTALA,Onion,19
08-01-1998,BENGALURU,Onion,18
08-01-1998,T.PURAM,Onion,18
08-01-1998,CHENNAI,Onion,NA
08-01-1998,HYDERABAD,Onion,16
09-01-1998,DELHI,Onion,16
09-01-1998,SHIMLA,Onion,15
09-01-1998,LUCKNOW,Onion,10
09-01-1998,AHMEDABAD,Onion,13
09-01-1998,BHOPAL,Onion,12
09-01-1998,MUMBAI,Onion,20
09-01-1998,JAIPUR,Onion,15
09-01-1998,PATNA,Onion,15
09-01-1998,BHUBANESHWAR,Onion,18
09-01-1998,KOLKATA,Onion,22
09-01-1998,GUWAHATI,Onion,20
09-01-1998,SHILLONG,Onion,22
09-01-1998,AIZWAL,Onion,9
09-01-1998,AGARTALA,Onion,19
09-01-1998,BENGALURU,Onion,16
09-01-1998,T.PURAM,Onion,18
09-01-1998,CHENNAI,Onion,NA
09-01-1998,HYDERABAD,Onion,16
12-01-1998,DELHI,Onion,16
12-01-1998,SHIMLA,Onion,15
12-01-1998,LUCKNOW,Onion,10
12-01-1998,AHMEDABAD,Onion,13
12-01-1998,BHOPAL,Onion,12
12-01-1998,MUMBAI,Onion,20
12-01-1998,JAIPUR,Onion,15
12-01-1998,PATNA,Onion,15
12-01-1998,BHUBANESHWAR,Onion,18
12-01-1998,KOLKATA,Onion,22
12-01-1998,GUWAHATI,Onion,20
12-01-1998,SHILLONG,Onion,22
12-01-1998,AIZWAL,Onion,24
12-01-1998,AGARTALA,Onion,19
12-01-1998,BENGALURU,Onion,16
12-01-1998,T.PURAM,Onion,18
12-01-1998,CHENNAI,Onion,NA
12-01-1998,HYDERABAD,Onion,16
13-01-1998,DELHI,Onion,16
13-01-1998,SHIMLA,Onion,15
13-01-1998,LUCKNOW,Onion,13
13-01-1998,AHMEDABAD,Onion,13
13-01-1998,BHOPAL,Onion,12
13-01-1998,MUMBAI,Onion,20
13-01-1998,JAIPUR,Onion,15
13-01-1998,PATNA,Onion,15
13-01-1998,BHUBANESHWAR,Onion,18
13-01-1998,KOLKATA,Onion,22
13-01-1998,GUWAHATI,Onion,20
13-01-1998,SHILLONG,Onion,22
13-01-1998,AIZWAL,Onion,24
13-01-1998,AGARTALA,Onion,19
13-01-1998,BENGALURU,Onion,16
13-01-1998,T.PURAM,Onion,18
13-01-1998,CHENNAI,Onion,17
13-01-1998,HYDERABAD,Onion,16
14-01-1998,DELHI,Onion,16
14-01-1998,SHIMLA,Onion,17
14-01-1998,LUCKNOW,Onion,13
14-01-1998,AHMEDABAD,Onion,13
14-01-1998,BHOPAL,Onion,15
14-01-1998,MUMBAI,Onion,20
14-01-1998,JAIPUR,Onion,15
14-01-1998,PATNA,Onion,15
14-01-1998,BHUBANESHWAR,Onion,16
14-01-1998,KOLKATA,Onion,20
14-01-1998,GUWAHATI,Onion,20
14-01-1998,SHILLONG,Onion,20
14-01-1998,AIZWAL,Onion,24
14-01-1998,AGARTALA,Onion,19
14-01-1998,BENGALURU,Onion,16
14-01-1998,T.PURAM,Onion,18.8
14-01-1998,CHENNAI,Onion,17
14-01-1998,HYDERABAD,Onion,16
15-01-1998,DELHI,Onion,16
15-01-1998,SHIMLA,Onion,17
15-01-1998,LUCKNOW,Onion,13
15-01-1998,AHMEDABAD,Onion,13
15-01-1998,BHOPAL,Onion,15
15-01-1998,MUMBAI,Onion,20
15-01-1998,JAIPUR,Onion,16
15-01-1998,PATNA,Onion,15
15-01-1998,BHUBANESHWAR,Onion,16
15-01-1998,KOLKATA,Onion,20
15-01-1998,GUWAHATI,Onion,20
15-01-1998,SHILLONG,Onion,20
15-01-1998,AIZWAL,Onion,24
15-01-1998,AGARTALA,Onion,19
15-01-1998,BENGALURU,Onion,18
15-01-1998,T.PURAM,Onion,18.8
15-01-1998,CHENNAI,Onion,17
15-01-1998,HYDERABAD,Onion,16
16-01-1998,DELHI,Onion,16
16-01-1998,SHIMLA,Onion,17
16-01-1998,LUCKNOW,Onion,14
16-01-1998,AHMEDABAD,Onion,13
16-01-1998,BHOPAL,Onion,14
16-01-1998,MUMBAI,Onion,20
16-01-1998,JAIPUR,Onion,16
16-01-1998,PATNA,Onion,15
16-01-1998,BHUBANESHWAR,Onion,16
16-01-1998,KOLKATA,Onion,20
16-01-1998,GUWAHATI,Onion,20
16-01-1998,SHILLONG,Onion,20
16-01-1998,AIZWAL,Onion,24
16-01-1998,AGARTALA,Onion,18
16-01-1998,BENGALURU,Onion,18
16-01-1998,T.PURAM,Onion,18.8
